postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
4292,https://api.github.com/repos/puppeteer/puppeteer/issues/4292,pr,feat pki npm ca file instal,port pki instal,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github googler go info pleas sign cla make bot happi sign good news bad news thumbsup good news everyon need sign cla pull request submitt commit author done everyth good confus bad news appear one commit author co author someon pull request submitt need confirm author ok commit contribut project pleas confirm pull request note project maintain termin state mean commit statu chang state confirm consent commit author label enabl project merg pull request appropri googler go info sign seem still someth miss gener want logic requir custom ca sinc still know need close revisit understand purpos usecas code,4,22,pki|signing|username|authorise,207,0.10628019323671498,0.7058668732643127
6500,https://api.github.com/repos/angular/angular-cli/issues/6500,pr,ad custom hash option,need custom hash support angular cli cach bust ad option depend thing,thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name sign requir cla found contributor licens agreement sender pull request unabl find agreement commit author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl sign cla look good thank guy consid custom hash option featur angular cli issu automat lock due inact pleas file new issu encount similar relat problem read automat convers lock action perform automat bot,5,17,hash|signing|username|authorise|login,146,0.11643835616438356,0.7047961950302124
36030,https://api.github.com/repos/golang/go/issues/36030,pr,crypto tls fix typo tls handshak comment,fix minor typo tls handshak comment,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github googler go info sign cla look good thank googler go info pr head e e e fca e ded bb import gerrit code review pleas visit see tip toggl comment use slash command e g see wiki info messag gobot gobot patch congratul open first chang thank contribut next step within next week maintain review chang provid feedback see info tip patch code review chang go project go round revis surpris peopl new project care iter review process help mentor contributor ensur contribut last impact juli nov jan go project code freez littl code get review merg review respond comment r go mean cl review part next develop cycl see detail pleas repli github thread visit address review feedback rememb publish messag brad fitzpatrick patch code review pleas repli github thread visit address review feedback rememb publish pr close merg,5,16,crypt|tls|signing|username|authorise,251,0.06374501992031872,0.7019413113594055
15459,https://api.github.com/repos/istio/istio/issues/15459,pr,kiali add possibl choos login strategi,add possibl choos login strategi kiali login default configur infrastructur doc x instal network perform scalabl polici telemetri secur test releas x user experi develop infrastructur,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github googler go info approvalnotifi pr approv pull request approv anthonyhaussman complet pull request pleas assign costinm assign pr write comment readi full list command accept bot found approv approv file indic approv write comment approv cancel approv write comment hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step patch verifi new statu reflect label understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori sign cla look good thank googler go info virtual duplic inde close duplic mr wait one merg sorri inconveni want open submit cla pr stuck wait committ submit cla want someon els ask well faster first one win note chang name set call strategi call authstrategi first pr done cla submit feel free review close merg,6,19,login|security|signing|username|authorise|availability,278,0.0683453237410072,0.7016757130622864
12165,https://api.github.com/repos/grpc/grpc/issues/12165,pr,solv memori leak issu,code caus heavi memori leak header data server client side python remov code solv problem,thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git compani sign cla design point contact decid employe author particip need contact point contact compani ask ad group author contributor know point contact direct project maintain go cla troubleshoot order pass check pleas resolv problem pull request author add anoth comment bot run thank pull request autom test run soon one admin verifi chang ok us run infrastructur sign thank pull request autom test run soon one admin verifi chang ok us run infrastructur cla look good thank test pleas pleas updat commit log messag conform,4,13,leak|signing|username|authorise,152,0.08552631578947369,0.700889527797699
24195,https://api.github.com/repos/istio/istio/issues/24195,pr,fix kiala auth ldap strategi,oper look valu strategi suppos valu kiali dashboard auth strategi equal ldap look valu kiali dashboard auth ldap configur infrastructur doc x instal network perform scalabl polici telemetri secur test releas user experi develop infrastructur,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github googler go info welcom either first contribut istio istio repo awhil sinc learn istio work group code conduct contribut guidelin refer contribut contribut courtesi friendli welcom wagon hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step patch verifi new statu reflect label understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori ok test hey pleas sign cla sign cla look good thank googler go info,6,18,ldap|security|signing|username|authorise|availability,230,0.0782608695652174,0.7005475163459778
1815,https://api.github.com/repos/helm/charts/issues/1815,pr,stabl grafana updat readm admin password gener,small updat readm user try password grafana admin password randomli gener default see goe databas password,thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas email cncf helpdesk helpdeskfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join org skip step understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list cla sign grep littl bit across repo found anoth chart optim descript readm md,8,18,password|signing|signature|username|credential|authorise|availability|scripting,170,0.10588235294117647,0.7001987099647522
5191,https://api.github.com/repos/protocolbuffers/protobuf/issues/5191,pr,fice unsign comparison warn try,fix look user never submit pr,found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang,3,9,signing|authorise|login,71,0.1267605633802817,0.698945164680481
4557,https://api.github.com/repos/protocolbuffers/protobuf/issues/4557,pr,make unsaf condit,ref attempt workaround unsaf warn jdk,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain go cla troubleshoot go cla troubleshoot public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github sign cla look good thank thank patch think disabl unsaf code path reli unsaf work integr intern java chang github right fix java issu chang integr close pr updat statu pleas expect schedul integr,5,19,unsafe|signing|username|authorise|integrity,149,0.12751677852348994,0.6976450681686401
19844,https://api.github.com/repos/odoo/odoo/issues/19844,pr,cla signatur maitreded,descript issu featur pr address signatur cla current behavior pr desir behavior pr merg confirm sign cla read pr guidelin www odoo com submit pr,hello thank cla signatur seem still issu sign use address sign address email address cla must signatur verif succeed either chang git modifi email cla signatur thank,3,9,signing|signature|scripting,56,0.16071428571428573,0.697221040725708
1203,https://api.github.com/repos/helm/charts/issues/1203,pr,ad serviceaccount control better rbac support,start use chart version nginx ingress allow namespac specif control order use need run nginx deploy namespac specif serviceaccount cluster administr bound least privileg cluster role defin,thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join org skip step instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list,8,13,rbac|privilege|signing|signature|username|credential|authorise|availability,154,0.08441558441558442,0.6966388821601868
18378,https://api.github.com/repos/tensorflow/tensorflow/issues/18378,pr,updat highwayhash librari fix kernel test lookup ops test lookup lookup ops test string hash bucket op test test ppc le,three test fail ppc le build use version highwayhash librari properli support power architectur updat librari includ commit e b seem fix issu thank,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain go cla troubleshoot go cla troubleshoot public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang pleas handl cla review thank get cla relat issu accident push first commit use invalid user close pr open new one open new pr track statu new pr thank,6,23,hash|signing|username|authorise|login|validate,239,0.09623430962343096,0.6959090232849121
12506,https://api.github.com/repos/tensorflow/tensorflow/issues/12506,pr,updat doc import crf decod,new method crf decod ad recent equival viterbi decod tf tensor input howev still doc import tf contrib crf henc propos chang,thank pr analyz histori file pull request identifi potenti review one admin verifi patch thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git compani sign cla design point contact decid employe author particip need contact point contact compani ask ad group author contributor know point contact direct project maintain go cla troubleshoot order pass check pleas resolv problem pull request author add anoth comment bot run sign cla look good thank see,4,14,decode|signing|username|authorise,137,0.10218978102189781,0.6956256628036499
1061,https://api.github.com/repos/helm/charts/issues/1061,pr,support set redi without password,add usepassword valu control enabl password authent usepassword fals ignor redispassword redi password close altern,thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join org skip step instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list lgtm ok test updat includ chang,8,18,password|authentication|signing|signature|username|credential|authorise|availability,147,0.12244897959183673,0.6946038603782654
12654,https://api.github.com/repos/angular/angular.js/issues/12654,pr,fix allow header author item usernam password array,kick thing provid decor fix todo doc test,thank pull request look first contribut googl open sourc project case need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name cla sign cla look good thank,4,10,authorise|username|password|signing,76,0.13157894736842105,0.6942018270492554
9710,https://api.github.com/repos/angular/material/issues/9710,pr,updat interimel ad miss scope dispos fix memori leak,fix,thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name sign found contributor licens agreement sender pull request unabl find agreement commit author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl cla look good thank sorri late review look good alreadi mark readi presubmit pr need rebas due latest chang pleas elabor pr need pr sorri meant fix conflict pleas squash commit test merg process easier thank ok guy need someth els pr fine plan v soon,5,14,leak|signing|username|authorise|login,150,0.09333333333333334,0.6930786967277527
10823,https://api.github.com/repos/istio/istio/issues/10823,pr,fix pilot ads goroutin leak memori leak,fix pilot ads goroutin leak memori leak,approvalnotifi pr approv pull request approv pxzero fulli approv pull request pleas assign addit approv suggest follow addit approv vadimeisenbergibm alreadi assign assign pr write comment readi full list command accept bot found pull request process describ approv approv file indic approv write comment approv cancel approv write comment thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step patch verifi new statu reflect label understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori sign found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang canot stop receiv routin base long run grpc connect oh see reason exit improv btw make releas branch expert grpc question behavior return error nil look grpc code think grpc connect influenc cc must familiar grpc thank repli show detail goroutin pprof file refer issu case streamaggregatedresourc exit receiv thread still block make sure receiv thread exit streamaggregatedresourc exit yes right defer close better cla look good thank open new pr releas branch open new pr releas branch ok commit new pr releas pr close pleas check new pr,6,36,leak|signing|username|authorise|availability|login,422,0.08530805687203792,0.6930423974990845
10170,https://api.github.com/repos/kubernetes/kubernetes/issues/10170,pr,vagrant command instead salt,hi guess vagrant ssh use exampl best regard sandor,thank pull request look first contribut googl open sourc project case need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name one admin verifi patch reason test repli ok test trust user repli add whitelist messag spammi pleas complain ixdi sign cla cla look good thank thank document updat,7,12,salt|ssh|signing|username|trust|whitelist|spam,95,0.12631578947368421,0.6913071870803833
11009,https://api.github.com/repos/tensorflow/tensorflow/issues/11009,pr,support specifi user name write data hdf spec,write data hdf specifi usernam scenario use multipl user use client local user specifi environ variabl tf hdf user modifi usernam e g export tf hdf user usernam,one admin verifi patch thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git compani sign cla design point contact decid employe author particip need contact point contact compani ask ad group author contributor know point contact direct project maintain go cla troubleshoot order pass check pleas resolv problem pull request author add anoth comment bot run sign cla look good thank thank take look thank jenkin test pleas transient failur jenkin test pleas follow script test hadoop user name work close issu think jenkin test pleas,5,17,user name|username|signing|authorise|scripting,160,0.10625,0.68971848487854
13263,https://api.github.com/repos/kubernetes/kubernetes/issues/13263,pr,remov servic account privat key file flag kube control manag invoc,sinc affect v v updat curl url reflect obvious actual exist yet,thank pull request look first contribut googl open sourc project case need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name thank pull request look first contribut googl open sourc project case need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name one admin verifi patch reason test repli ok test trust user repli add whitelist messag spammi pleas complain ixdi sign thu aug googlebot notificationswrot thank pull request look first contribut googl open sourc project case need sign contributor licens agreement cla imag memo pleas visit sign sign pleas repli e g sign verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git commit sign cla corpor pleas let us know compani name repli email directli view github jeremi derr jeremyin troubl doubt run circl scream shout cla look good thank cla look good thank link issu pr flag gone want understand impact flag invoc lgtm merg interestingli enough look mayb still suppos accept see tore box run fail run claim invalid flag recreat setup error output work must error origin setup somehow thank clarifi,7,25,private key|signing|username|trust|whitelist|spam|validate,273,0.09157509157509157,0.6890634894371033
14569,https://api.github.com/repos/fastlane/fastlane/issues/14569,pr,deliv appl tv privaci polici updat deliv,fix bug request resolv issu checklist run root directori see new exist test pass follow fastlan code style run ensur code style valid read contribut updat document necessari motiv context descript,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github googler go info wow need yeah tri work sign found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang googler go info els need merg see commit differ credenti someon side review code leav approv review mine creat new pr add email address use cla fix commit forc push branch reset branch commit chang one swoop correct account forc push forc push new branch creat new pr one cla look good thank googler go info review combin commit one congratul tada releas part fastlan rocket,8,24,privacy|validate|scripting|signing|username|authorise|login|credential,272,0.08823529411764706,0.6874364614486694
7324,https://api.github.com/repos/istio/istio/issues/7324,pr,add rbacconfig valid fix istio pilot crash,fix,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github cla sign guess corp email probabl bounc cla email cla look good thank ok test hold thank fix issu add follow check make sure handl invalid input user use lgtm approvalnotifi pr approv pull request approv adamglt andraxylia full list command accept bot found pull request process describ approv approv file andraxylia approv indic approv write comment approv cancel approv write comment intend commit releas pleas remov hold label otherwis pleas rebas master extra check done separ pr merg add follow check isserviceinlist make sure handl invalid input user use istioctl necessari thought code run part pilot admiss webhook aka valid even impress pilot admiss webhook disabl seem move galley enabl default,5,17,rbac|validate|signing|username|authorise,220,0.07727272727272727,0.687160313129425
2857,https://api.github.com/repos/helm/charts/issues/2857,pr,add rbac support chaoskub chart,add valu field boolean control gener appropri cluster role bind servic account allow chaoskub oper test pretti manual instal test cluster short interv watch kill pod,thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas email cncf helpdesk helpdeskfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join org skip step understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori sign agreement think thank alreadi anoth pr,7,14,rbac|signing|signature|username|credential|authorise|availability,168,0.08333333333333333,0.6851269602775574
478,https://api.github.com/repos/kubernetes/minikube/issues/478,pr,ad logo asset,ad approv full logo asset,found contributor licens agreement sender pull request unabl find agreement commit author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl found contributor licens agreement sender pull request unabl find agreement commit author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl one admin verifi patch thank sign cla follow process sure transpar inner heptagon better fill white case background use similar enough colour inner cube although look rubbish white helm hmm feel inner heptagon fill somehow design git config match cla updat anyth els need think need repli sign make check sign hmm look still sign sassi iphon user either sign user well amend commit correct usernam sorri troubl cla look good thank cla look good thank lgtm,5,21,asset|authorise|signing|login|username,160,0.13125,0.6846860647201538
28219,https://api.github.com/repos/odoo/odoo/issues/28219,pr,odoo cla signatur,ad troizki md confirm sign cla read pr guidelin www odoo com submit pr,,2,2,signing|signature,18,0.1111111111111111,0.6832024455070496
1747,https://api.github.com/repos/helm/charts/issues/1747,pr,stabl openvpn mitig sweet openvpn vulner use secur cipher,order migitg sweet vulner openvpn configur server client aes cbc cipher instead default bf cbc cipher info see,hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join org skip step understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas email cncf helpdesk helpdeskfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list thank pleas sign linux foundat agreement test merg pleas fix cla within one week close stale feel free reopen decid work,11,22,vulnerability|security|cipher|aes|cbc|availability|signing|signature|username|credential|authorise,181,0.12154696132596685,0.682849645614624
9336,https://api.github.com/repos/istio/istio/issues/9336,pr,kiali helm chart add secret random digit password,creat kiali password random digit number password creat kubernet secret contain password remov instal step istio readm,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github approvalnotifi pr approv pull request approv fulli approv pull request pleas assign addit approv suggest follow addit approv greghanson alreadi assign assign pr write comment readi full list command accept bot found pull request process describ approv approv file indic approv write comment approv cancel approv write comment hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori assign report merg increas coverag diff coverag impact file tree impact coverag arrow arrow arrow arrow arrow arrow arrow arrow arrow arrow continu review full report legend click learn power last updat read comment sign cla look good thank pr need rebas instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori close,5,22,password|signing|username|authorise|availability,275,0.08,0.6826851963996887
13506,https://api.github.com/repos/fastlane/fastlane/issues/13506,pr,enabl trust number sms verif,checklist x run root directori see new exist test pass x follow fastlan code style run ensur code style valid x read contribut x updat document necessari motiv context current spaceship fail account fa trust number trust devic descript ad abil select trust phone number enter respons test client account work,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github,6,17,trust|validate|scripting|signing|username|authorise,156,0.10897435897435898,0.6821523308753967
258,https://api.github.com/repos/helm/charts/issues/258,pr,redi ad support disabl redi password,ad flag enabl disabl redi password,member verifi patch reason test pleas repli ok test line done automat test new commit pr usual test command still work regular contributor join org skip step question suggest relat bot behavior pleas file issu repositori thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla sign pleas repli e g sign verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author question suggest relat bot behavior pleas file issu repositori sign close password disabl use differ redi imag,5,14,password|signing|username|credential|authorise,117,0.11965811965811966,0.6819067001342773
16575,https://api.github.com/repos/odoo/odoo/issues/16575,pr,cla signatur roganw,descript issu featur pr address current behavior pr desir behavior pr merg confirm sign cla read pr guidelin www odoo com submit pr,hello thank cla signatur seem still issu sign use address sign address email address cla must signatur verif succeed either chang git modifi email cla signatur thank,3,8,signing|signature|scripting,54,0.14814814814814814,0.6807148456573486
13993,https://api.github.com/repos/angular/angular.js/issues/13993,pr,decodeuricompon prevent urierror,replac decodeuricompon trydecodeuricompon prevent throw urierror malform uri,thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name sign gmt googlebot notificationsthank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla imag memo pleas visit sign sign pleas repli e g sign verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git commit sign cla corpor pleas let us know compani name repli email directli view github cla look good thank cla look good thank think break contract return string ooc circumst error thrown reproduct test verifi new behavior guard regress yes try request page hash exampl decodeuricompon throw error catch encod hash uri keep wrong charact ex singl encod utf aha see error tbh tri guess fix unencod utf charact busi rather said silent fail invalid url fun debug think better throw wdyt,6,30,decode|signing|username|hash|encode|validate,256,0.1171875,0.6803625226020813
2677,https://api.github.com/repos/protocolbuffers/protobuf/issues/2677,pr,ad miss return messag decod,ad miss return messag decod php,thank pull request autom test run soon one admin verifi chang ok us run infrastructur thank pull request autom test run soon one admin verifi chang ok us run infrastructur one admin verifi patch thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name sign cla look good thank longer relev encod decod function replac,4,11,decode|signing|username|encode,112,0.09821428571428571,0.6792886853218079
20029,https://api.github.com/repos/tensorflow/tensorflow/issues/20029,pr,fix decod png function,problem case palett png arg channel forc,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain go cla troubleshoot go cla troubleshoot public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github thank send pr pleas sign cla ok sign cla ago googl account yoyaaccount yoya cla look good thank nag assigne day activ issu assigne pleas updat label statu accordingli nag assigne day activ issu assigne pleas updat label statu accordingli thank tell add test pleas wait add follw two imag file test set lena palett png lena palett trn png sound good thank pleas let know done ad two png palett imag file test coverag ad line break jenkin test pleas think work help commit familiar pr process jenkin test pleas,4,18,decode|signing|username|authorise,208,0.08653846153846154,0.6783543229103088
20558,https://api.github.com/repos/tensorflow/tensorflow/issues/20558,pr,resolv issu session jni interfac memori leak,quick fix,found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang cla look good thank,4,9,leak|authorise|signing|login,73,0.1232876712328767,0.6752382516860962
4003,https://api.github.com/repos/helm/helm/issues/4003,pr,support valu file remot server self sign cert client cert authent,valu file server authent client cert alreadi provid option use valu well chart seem sane provid command line option mayb,thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas email cncf helpdesk helpdeskfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list,7,14,signing|authentication|signature|username|credential|authorise|availability,115,0.12173913043478261,0.6752124428749084
1,https://api.github.com/repos/shadowsocks/ShadowsocksX-NG/issues/1,issue,one time authent,one time authent,dmg gmt qiu yuzhou notif receiv author thread repli email directli view github mute thread dmg gmt zcrackerydmg gmt qiu yuzhou notif receiv author thread repli email directli view github mute thread dmg qiu yuzhou receiv author thread repli email directli view github mute thread,3,6,authentication|authorise|crack,52,0.11538461538461539,0.6749129295349121
